camis,dba,boro,street,zipcode,cuisine_description
40574733,VINNY'S OF CARROLL GARDEN RESTAURANT & LUNCHEONETT,BROOKLYN,SMITH STREET,11231,Italian
50015858,ETHYL'S,MANHATTAN,2ND AVE,10028,American
50069894,JAMAICAN JERK HOUSE,BROOKLYN,PINE ST,11208,Caribbean
50083625,DUNKIN DONUTS,BROOKLYN,CONEY ISLAND AVE,11218,Donuts
50074871,CHEESY KOSHER PIZZA,BROOKLYN,MARCY AVE,11211,Jewish/Kosher
41031707,LA BOITE EN BOIS,MANHATTAN,WEST   68 STREET,10023,French
41402733,THE AMBASSADOR GRILL AND LOUNGE,MANHATTAN,UNITED NATIONS PLAZA,10017,American
41074207,SMALLS JAZZ CLUB,MANHATTAN,WEST   10 STREET,10014,American
50041299,TAL BAGELS,MANHATTAN,1ST AVE,10010,Bagels/Pretzels
50081544,GEISHA ASIAN CUISINE & LOUNGE,MANHATTAN,BROADWAY,10031,Asian
50045141,SHINBASHI RESTAURANT,MANHATTAN,1ST AVE,10003,Japanese
41384147,DAFNI,MANHATTAN,WEST 42 STREET,10036,Greek
50008320,BROADWAY BAKERY,QUEENS,ELMHURST AVE,11373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50046468,KAHVE,MANHATTAN,10TH AVE,10036,Caf̩/Coffee/Tea
40424633,MANNA HOUSE,MANHATTAN,MOTT STREET,10013,Bakery
41708433,CHINA WOK II,QUEENS,101 AVENUE,11416,Chinese
50046173,LA BAGEL DELIGHT,BROOKLYN,COURT ST,11201,American
50004673,A TASTE OF SHANGHAI RESTAURANT,QUEENS,PRINCE ST,11354,Chinese
50007717,MY HOUSE,BROOKLYN,SHEEPSHEAD BAY RD,11235,American
40787990,STARBUCKS,MANHATTAN,WEST  125 STREET,10027,Caf̩/Coffee/Tea
50000477,STOCKED,BROOKLYN,VANDERBILT AVE,11238,American
40393855,MULDOON'S IRISH PUB & RESTAURANT,MANHATTAN,3 AVENUE,10017,Irish
41667830,OASIS WILLIAMSBURG,BROOKLYN,NORTH 7 STREET,11211,Middle Eastern
41241802,NICK'S LOBSTERS,BROOKLYN,FLATBUSH AVENUE,11234,Seafood
41178998,BESSEMER TRUST CO,MANHATTAN,5TH AVE,10020,American
41418714,NUEVA AMBATENITA LA ESQUINA DEL SABOR,QUEENS,108 STREET,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41470400,LYCHEE HOUSE,MANHATTAN,EAST 55 STREET,10022,Chinese
50081590,HENRY AT LIFE HOTEL,MANHATTAN,W 31ST ST,10001,American
50073207,AVOCADO APPETIT BAR & CAFE,MANHATTAN,ELDRIDGE ST,10002,American
40512865,CONNOLLY'S PUB,MANHATTAN,EAST   47 STREET,10017,Irish
41416561,VANESSA'S DUMPLING,MANHATTAN,EAST   14 STREET,10003,Chinese
41386974,FLIP,MANHATTAN,3 AVENUE,10022,American
50043559,HAINA RESTAURANT,BRONX,UNIVERSITY AVE,10453,Spanish
41615946,DUNKIN' DONUTS,BRONX,EAST FORDHAM ROAD,10458,Donuts
50078319,HUA CHENG RESTAURANT,QUEENS,KISSENA BLVD,11355,Chinese
50006227,WOODLOT,MANHATTAN,9TH AVE,10019,American
41685529,16 HANDLES,MANHATTAN,3 AVENUE,10016,"Ice Cream, Gelato, Yogurt, Ices"
50005586,EFFYS CAFE,MANHATTAN,W 96TH ST,10025,Mediterranean
50071283,NEW CHINA FRESH,QUEENS,METROPOLITAN AVE,11415,Chinese
41696092,TUFINO PIZZERIA NAPOLETANA,QUEENS,DITMARS BOULEVARD,11105,Italian
50045777,KULU DESSERTS,QUEENS,BROADWAY,11373,"Juice, Smoothies, Fruit Salads"
50072517,DELICIAS CALENAS ASTORIA,QUEENS,31ST ST,11105,Spanish
41578408,MO IL GELATO,MANHATTAN,MULBERRY STREET,10012,"Ice Cream, Gelato, Yogurt, Ices"
50000419,NATUREWORKS,MANHATTAN,W 55 STREET,10019,American
41626013,BLOCKHEADS,MANHATTAN,WEST   90 STREET,10024,Tex-Mex
50045332,ROWLAND'S BAR AND GRILL/CHEF STREET,MANHATTAN,W 34TH ST,10001,American
50068859,NEW CURRY HUT,MANHATTAN,9TH AVE,10018,Indian
41595061,EL BRONKITO PIZZARIA RESTAURANT,STATEN ISLAND,VICTORY BOULEVARD,10301,Mexican
50010540,KETTLEBELL KITCHEN,BROOKLYN,FLUSHING AVE,11206,American
41555685,COLONIE,BROOKLYN,ATLANTIC AVENUE,11201,American
50073164,NEW KAM SHENG,BRONX,W 238TH ST,10463,Chinese
41665029,EVENTS AT STONE PARK,BROOKLYN,3 STREET,11215,American
50066094,PS KITCHEN,MANHATTAN,W 48TH ST,10036,American
50084499,SONG'S DUMPLING CAFE,QUEENS,METROPOLITAN AVE,11375,Chinese
50007162,TINA  RESTAURANT,BRONX,WASHINGTON AVE,10458,American
50050442,SOFIA PIZZA SHOPPE,MANHATTAN,1ST AVE,10022,Pizza
50068232,Cropsey Pizza and Pasta,BROOKLYN,CROPSEY AVE,11214,Pizza/Italian
41567826,TURQUOISE KOSHER FISH RESTAURANT,QUEENS,UNION TURNPIKE,11366,Jewish/Kosher
50086146,THAI-ISH,MANHATTAN,LEXINGTON AVE,10016,Thai
41477650,NATURE'S GRILL II,BROOKLYN,COURT STREET,11201,American
50070120,ZARA CAFE GRILL,STATEN ISLAND,HYLAN BLVD,10306,Turkish
50071280,AQUA SMOOTHIE CAFE,MANHATTAN,AMSTERDAM AVE,10031,"Juice, Smoothies, Fruit Salads"
50040389,RIKO PERUVIAN CUISINE,QUEENS,GREENPOINT AVE,11104,Peruvian
40670353,DUKE'S,MANHATTAN,3 AVENUE,10016,American
50010941,EMMONS PALACE,BROOKLYN,EMMONS AVE,11235,American
41561233,HA NOI,BROOKLYN,9 STREET,11215,Asian
50012694,SARKU JAPAN,BRONX,BAYCHESTER AVE,10475,Japanese
50046244,THE NEST FINE DESSERT,QUEENS,FRESH POND RD,11385,Bakery
41696209,NEW BELACAN RESTAURANT,BROOKLYN,8 AVENUE,11220,Asian
40940996,DOMINO'S,QUEENS,CORONA AVENUE,11373,Pizza
50033359,BONNIES GRILL,BROOKLYN,5TH AVE,11215,American
50064947,420 NO.1 CHINESE FOOD,BROOKLYN,DITMAS AVE,11218,Chinese
41668303,EASTERN RESTAURANT,QUEENS,JAMAICA AVENUE,11428,Chinese
50085570,THE LOFT BKNY RESTAURANT & LOUNGE,BROOKLYN,NOSTRAND AVE,11226,Creole
50067618,HAAGEN - DAZS,MANHATTAN,AMSTERDAM AVE,10023,"Ice Cream, Gelato, Yogurt, Ices"
40919065,EDISON RESTAURANT,BRONX,MANOR AVENUE,10472,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41688479,MADISON'S PIZZERIA,QUEENS,WOODWARD AVENUE,11385,Pizza
50036867,SAPORE DI CASA,QUEENS,UNION TPKE,11364,Pizza
41254984,CAFE SALAMANCA RESTAURANT,QUEENS,NORTHERN BOULEVARD,11372,Spanish
50068505,SERAFINA 105,MANHATTAN,BROADWAY,10025,Italian
50074524,CAFE 77,MANHATTAN,W 66TH ST,10023,American
50057895,MIS ANTOJITOS AND NATURAL JUICE BAR,BRONX,MORRISON AVE,10472,"Juice, Smoothies, Fruit Salads"
50065807,HANA NOODLE STATION,BROOKLYN,ALBEE SQ WEST,11201,Chinese
50060202,KABAB BITES,MANHATTAN,BROOME ST,10013,Indian
40970904,MERRION SQUARE,MANHATTAN,2 AVENUE,10128,American
50060308,HUMBLE FISH,MANHATTAN,LISPENARD ST,10013,Seafood
41297788,PAGE PLAZA DINER,STATEN ISLAND,PAGE AVENUE,10309,American
50043818,PAPAYA DOG,MANHATTAN,6TH AVE,10014,Hotdogs
50050758,HOT POT 828,BROOKLYN,64TH ST,11220,Chinese
50089184,"DUNKIN' DONUTS, BASKIN ROBBINS",MANHATTAN,2ND AVE,10016,Other
41489197,BRANDED SALOON,BROOKLYN,VANDERBILT AVENUE,11238,American
50017063,MEZQUITE,QUEENS,30TH AVE,11103,Mexican
41642251,LITTLE CAESARS,BRONX,EAST  167 STREET,10452,Pizza
40423819,ALFONSO'S PASTRY SHOPPE,STATEN ISLAND,VICTORY BOULEVARD,10314,Bakery
50057871,CAFE VERDE,MANHATTAN,N END AVE,10282,Caf̩/Coffee/Tea
41486399,TAQUERIA Y FONDA LA MEXICANA,MANHATTAN,AMSTERDAM AVENUE,10025,Mexican
50088657,MINNIE'S BAR,BROOKLYN,4TH AVE,11232,Other
50033484,TULCINGO RESTAURANT,QUEENS,ROOSEVELT AVE,11372,Mexican
50083140,SERENGETI TEAS & SPICES,MANHATTAN,E 125TH ST,10035,Caf̩/Coffee/Tea
41454810,GRAZIELLA PIZZERIA,QUEENS,FRANCIS LEWIS BOULEVARD,11358,Pizza/Italian
40614552,SEA GATE BEACH CLUB,BROOKLYN,SURF AVENUE,11224,American
50054403,KUNG FU LITTLE STEAMED BUNS RAMEN,MANHATTAN,8TH AVE,10019,Asian
41064863,MCDONALD'S,BRONX,EAST TREMONT AVENUE,10457,Hamburgers
41529941,SUNSHINE BAKERY & CAFE,QUEENS,QUEENS BOULEVARD,11373,Bakery
41614438,THE WEST SHORE INN RESTAURANT,STATEN ISLAND,VICTORY BOULEVARD,10314,American
50016586,OTTO'S TACOS,MANHATTAN,7TH AVE S,10014,Mexican
41635367,RAINHAS,QUEENS,NORTHERN BOULEVARD,11368,Brazilian
50071914,LA CABANA PERUANA RESTAURANT,QUEENS,ROCKAWAY BEACH BLVD,11693,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41648183,PANERA BREAD,BROOKLYN,ADAMS STREET,11201,American
50071387,GRAMERCY KITCHEN,MANHATTAN,3RD AVE,10003,American
41653607,CHOP'T,MANHATTAN,EAST   23 STREET,10010,Salads
50008500,CITY CENTER GOURMET,QUEENS,40TH RD,11354,Chinese
50069414,ONO BOWLS,MANHATTAN,E 8TH ST,10003,"Juice, Smoothies, Fruit Salads"
41647862,KING BARKA JAMAICAN & AMERICAN RESTAURANT,BRONX,BOSTON RD,10469,Caribbean
50055112,TRIO RESTAURANT,QUEENS,UNION TPKE,11365,Russian
40708523,IL POSTO ACCANTO,MANHATTAN,EAST    2 STREET,10009,Italian
50043775,WING HING EXPRESS CHINESE FOOD,BROOKLYN,ROGERS AVE,11225,Chinese
50062438,L.A. SWEETSNY,MANHATTAN,LENOX AVE,10026,Bakery
40371727,LA PALINA RESTAURANT,BROOKLYN,AVENUE O,11204,Italian
41647129,STEPHANIE'S MEXICAN BAKERY,QUEENS,108TH ST,11368,Mexican
50060968,NEPALI BHANCHHA GHAR,QUEENS,37TH RD,11372,Sandwiches
41591603,ARIS POLLOS A LA BRASA,BROOKLYN,KNICKERBOCKER AVENUE,11221,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50055346,SOPHIE'S CUBAN CUISINE,MANHATTAN,AVENUE OF THE AMERICAS,10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41583720,MAOZ VEGETARIAN,MANHATTAN,106 STREET & 5 AVENUE,,Vegetarian
41688112,HONDA/LEGENDS LOUNGE,BROOKLYN,ATLANTIC AVENUE,11217,American
50001282,WAHI DINER,MANHATTAN,BROADWAY,10032,American
40991365,NAM SON RESTAURANT,MANHATTAN,GRAND STREET,10002,Asian
40834812,DANTE'S GOURMET FOOD,MANHATTAN,WILLIAM STREET,10038,American
41088829,MV SCORPION CAFE CLUB,QUEENS,ONDERDONK AVENUE,11385,Caf̩/Coffee/Tea
50041017,NO PORK KITCHEN,MANHATTAN,2ND AVE,10029,Chinese
41647176,JAIYA THAI & ORIENTAL RESTAURANT,MANHATTAN,2 AVENUE,10028,Thai
50074493,PINKY'S SPACE,MANHATTAN,E 1ST ST,10003,Other
41709760,STELLA 34,MANHATTAN,WEST   34 STREET,10001,Italian
50084085,COLLEGE OF MOUNT SAINT VINCENT (Mag's Kitchen),BRONX,RIVERDALE AVE,10471,Caf̩/Coffee/Tea
41399300,NEW YORK DINER,QUEENS,NORTHERN BOULEVARD,11101,American
50048872,XING SHUN DA RESTAURANT,QUEENS,KISSENA BLVD,11355,Chinese
41400890,CALEXICO CARNE ASADA,BROOKLYN,UNION STREET,11231,Mexican
50065325,TASTE OF CHINA,QUEENS,BROADWAY,11103,Chinese
41575038,BRGR,MANHATTAN,7 AVENUE,10001,American
41571476,NATALIA BAR,QUEENS,39 AVENUE,11377,Mexican
41497405,COTTA BENE,BROOKLYN,3 AVENUE,11215,Italian
50037647,G&J'S PIZZERIA,MANHATTAN,1ST AVE,10128,Pizza/Italian
40365166,CORNER BISTRO,MANHATTAN,WEST    4 STREET,10014,American
50004556,GRAN FAMILIA MEXICANA RESTAURANT,BROOKLYN,AVENUE U,11223,Mexican
50018653,JJM CAFE,BROOKLYN,20TH AVE,11204,Chinese
50007076,CHUI'S GARDEN,QUEENS,84TH DR,11435,Chinese
41322152,1 2 3 BURGER SHOT BEER,MANHATTAN,10 AVENUE,10019,American
41234126,MAX RESTAURANT,MANHATTAN,DUANE STREET,10013,Italian
40872794,DA FRANCESCO,BROOKLYN,GRAHAM AVENUE,11211,Italian
41345907,MEE THAI CUISINE,BROOKLYN,5 AVENUE,11217,Thai
50011932,ANTICA RISTORANTE,MANHATTAN,STONE ST,10004,Italian
41262775,KELLY'S,MANHATTAN,AVENUE A,10009,Irish
50037580,MCDONALD'S,BRONX,BROADWAY,10463,American
41184697,CHORUS MUSIC STUDIO/ CHORUS KARAOKE LOUNGE BAR,MANHATTAN,WEST   32 STREET,10001,Korean
50002205,PARK CENTRAL HOTEL KITCHEN,MANHATTAN,7 AVE,10019,American
50062863,MARK'S BAKE SHOPPE,STATEN ISLAND,RICHMOND ROAD,10306,Bakery
50018098,EDEN WOK,MANHATTAN,E 34TH ST,10016,Jewish/Kosher
50034756,THE LATE LATE,MANHATTAN,E HOUSTON ST,10002,American
50076349,BIG CHEESE PIZZA NO. 2,BRONX,ARCHER ST,10460,Pizza
50069571,OATMEALS,MANHATTAN,W 3RD ST,10012,American
41429187,HOURGLASS TAVERN,MANHATTAN,WEST   46 STREET,10036,American
50054953,SIX2 RESTAURANT & BAKERY,BROOKLYN,CLARKSON AVE,11212,Caribbean
41676306,NOCHE DE MARGARITAS RESTAURANT,MANHATTAN,2 AVENUE,10128,Mexican
50010479,WENDY'S,MANHATTAN,BROADWAY,10012,American
41087509,PS 450,MANHATTAN,PARK AVENUE SOUTH,10016,American
50009471,SHAKE SHACK,BROOKLYN,FLATBUSH AVE,11217,Hamburgers
50042535,SUGAR & CAKE FANTASIES BAKERY,QUEENS,ROOSEVELT AVE,11372,Bakery
50013680,VIVI BUBBLE TEA,MANHATTAN,9TH AVE,10036,Caf̩/Coffee/Tea
50008729,NEW YORK KIMCHI,MANHATTAN,W 48TH ST,10036,Korean
50010991,MOM'S MIDTOWN,MANHATTAN,9TH AVE,10019,American
41226719,MANOR OCTOBERFEST,QUEENS,COOPER AVENUE,11385,American
41422458,PROVINI CAFE,BROOKLYN,8 AVENUE,11215,Italian
41144258,BURGER KING,BROOKLYN,5 AVENUE,11220,Hamburgers
41362043,BACK HOME BAKERY,BROOKLYN,BROOKLYN AVENUE,11203,Caribbean
50089529,,BRONX,E TREMONT AVE,10457,Other
50085814,BROOKLYN CAT CAFE,BROOKLYN,MONTAGUE ST,11201,American
50013536,PONTENTIAL VEGETAL (PV HERBS & VITAMINS),BROOKLYN,FLATBUSH AVE,11210,"Juice, Smoothies, Fruit Salads"
50045240,HUNAN BISTRO,MANHATTAN,3RD AVE,10003,Chinese
41385713,CAKE MIO BAKERY,QUEENS,104 STREET,11368,Bakery
50009557,GRAND CANYON DINER,BROOKLYN,7TH AVE,11215,American
50019113,DEBORAH MILLER,MANHATTAN,MADISON ST,10038,American
50070170,SHABU SHABU MACORON,MANHATTAN,DELANCEY ST,10002,Japanese
50015637,LITTLE MO,BROOKLYN,MYRTLE AVE,11221,Vietnamese/Cambodian/Malaysia
50017903,JACK'S WIFE FREDA,MANHATTAN,CARMINE ST,10014,Mediterranean
50039330,LIBERTY GRANT CAFE,BROOKLYN,LIBERTY AVE,11208,Caf̩/Coffee/Tea
41474378,ZENGO NYC,MANHATTAN,3 AVENUE,10017,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50070470,MCDONALDS # 6160,MANHATTAN,W 125TH ST,10027,Hamburgers
50043234,SUPER TACO,BROOKLYN,KINGS HWY,11223,Mexican
50010699,ALBERT'S COFFEE SHOP,BRONX,HUNTS POINT AVE,10474,American
50087637,FISH RESTAURANT,MANHATTAN,BLEECKER ST,10014,Seafood
41259444,COCO ROCO RESTAURANT,BROOKLYN,5 AVENUE,11215,Peruvian
40752294,DALLAS BBQ,MANHATTAN,BROADWAY,10032,Barbecue
40372971,RACQUET & TENNIS CLUB,MANHATTAN,PARK AVENUE,10022,American
40570634,AN BEAL BOCHT CAFE,BRONX,WEST  238 STREET,10463,American
50081063,JU XIANG YUAN,QUEENS,COLLEGE POINT BLVD,11356,Chinese
50019260,LEO'S DELI & GRILL,BROOKLYN,E 102ND ST,11236,Delicatessen
50018440,POPPY'S,BROOKLYN,COLUMBIA ST,11231,American
50001189,CENT'ANNI,BROOKLYN,FRANKLIN AVE,11238,Italian
50018620,MUNDO / PAPER FACTORY HOTEL,QUEENS,36TH ST,11101,American
41139066,HALLAL SANDWICH SHOP,QUEENS,STEINWAY STREET,11103,Sandwiches
40930674,NICK'S RESTAURANT PIZZERIA,MANHATTAN,2 AVENUE,10128,Pizza/Italian
50044346,NARE SUSHI,MANHATTAN,E 57TH ST,10022,Japanese
50086412,DAYTIME,BROOKLYN,WINDSOR PL,11215,Caf̩/Coffee/Tea
41373017,PATES & TRADITIONS,BROOKLYN,HAVEMEYER STREET,11211,French
50050646,CROWN FRIED CHICKEN PIZZA & COFFEE SHOP,BROOKLYN,MALCOLM X BLVD,11221,American
41637125,HAVEN'S KITCHEN,MANHATTAN,WEST   17 STREET,10011,American
41619703,FOUR CUTS STEAKHOUSE,MANHATTAN,1 AVENUE,10022,American
41412907,CITY ISLAND LOBSTER HOUSE,BRONX,BRIDGE STREET,10464,Seafood
50045170,KENNEDY CHICKEN PIZZA & KABAB,QUEENS,NORTHERN BLVD,11372,Chicken
40647590,JACKSON HOLE,QUEENS,BELL BOULEVARD,11361,American
41273461,WATEREDGE CAFE,STATEN ISLAND,RICHMOND TERRACE,10301,American
41523349,STEVEN RESTAURANT,BRONX,BOSTON ROAD,10467,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
41230254,BKNY THAI RESTAURANT,QUEENS,FRANCIS LEWIS BOULEVARD,11361,Thai
50002583,THE SIMONE,MANHATTAN,EAST 82 STREET,10028,French
41462262,RUCHI INDIAN CUISINE,MANHATTAN,CEDAR STREET,10006,Indian
50041309,OZU JAPANESE CUISINE & LOUNGE,BROOKLYN,CLARK ST,11201,Japanese
41326351,BRASSERIE COGNAC,MANHATTAN,BROADWAY,10019,French
41714102,MARCHA COCINA BAR,MANHATTAN,BROADWAY,10032,American
40379566,LONDON LENNIES,QUEENS,WOODHAVEN BOULEVARD,11374,Seafood
40934594,POPEYES LOUISIANA KITCHEN,BRONX,BAYCHESTER AVENUE,10475,Chicken
50004146,CRYSTAL'S RESTAURANT,QUEENS,39TH AVE,11368,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50064318,COZUMEL TORTILLA,MANHATTAN,10TH AVE,10019,Mexican
50014212,CHICKEN SHACK,QUEENS,BROADWAY,11106,Chicken
50016842,LOLA LOLA RESTAURANT & BAR,MANHATTAN,SAINT NICHOLAS AVE,10033,Spanish
40386672,FRANK'S SOUP BOWL,BRONX,BRONXWOOD AVENUE,10469,Caribbean
50063325,PARIS BAGUETTE,MANHATTAN,8TH AVE,10018,Caf̩/Coffee/Tea
50044289,BAYARD BO KY RESTAURANT,MANHATTAN,BAYARD ST,10013,Chinese
41677120,SHEARMAN & STERLING,MANHATTAN,LEXINGTON AVENUE,10022,American
41634340,JOE COFFEE,MANHATTAN,LEXINGTON AVENUE,10021,Caf̩/Coffee/Tea
50056960,TOKYO GO GO,QUEENS,NORTHERN BLVD,11363,Chinese
50075273,RED PANDA RESTAURANT,QUEENS,WOODSIDE AVE,11377,Asian
41020235,FULTON HOT DOG KING,BROOKLYN,FULTON STREET,11201,Hotdogs
40515448,FREDDIE & PEPPER'S PIZZA,MANHATTAN,AMSTERDAM AVENUE,10023,Pizza
50045798,MARGARITA'S,BRONX,AVENUE SAINT JOHN,10455,Spanish
50072537,PASSATEMPO,BROOKLYN,GRAND ST,11249,Caf̩/Coffee/Tea
50005881,LILLY O'BRIENS,MANHATTAN,MURRAY ST,10007,American
41582117,PANERA BREAD,QUEENS,JUNCTION BOULEVARD,11374,American
41161344,GOTTA GETTA BAGEL OF QUEENS,QUEENS,71 AVENUE,11375,Bagels/Pretzels
40889676,UNO CAFE & BILLIARDS,QUEENS,ROOSEVELT AVENUE,11372,American
50035297,PAPI'S GRILL,BROOKLYN,7TH AVE,11215,Mexican
41721252,SANT AMBROEUS,MANHATTAN,LAFAYETTE STREET,10012,Italian
41497410,SALAAM BOMBAY,MANHATTAN,GREENWICH STREET,10013,Indian
40806791,GINGER'S BAR,BROOKLYN,5 AVENUE,11215,Irish
41428195,FARMERS PIZZERIA,QUEENS,FARMERS BOULEVARD,11412,Pizza
40941320,TAAM MEVORACH,BROOKLYN,AVENUE U,11223,Jewish/Kosher
50042980,DELICIAS CUENCANAS RESTAURANT,QUEENS,HILLSIDE AVE,11432,Spanish
50050777,GREAT WALL CHINESE RESTAURANT,QUEENS,32ND AVE,11358,Chinese
50065133,EGG SHOP,BROOKLYN,N 8TH ST,11249,American
50007859,MEME'S HEALTHY NIBBLES,BROOKLYN,NOSTRAND AVE,11216,American
41162689,PEE DEE,MANHATTAN,WEST  125 STREET,10027,Steak
41706396,LUCKY SIX HAPPY,QUEENS,BEACH CHANNEL DRIVE,11691,Chinese
41705359,AMERICAN CUT,MANHATTAN,EAST   56 STREET,10022,American
50017407,CROWN FRIED CHICKEN,QUEENS,PARSONS BLVD,11432,American
40390209,HAVELI INDIAN RESTAURANT,MANHATTAN,SECOND AVENUE,10003,Indian
50042301,JALAN DELICIOUS FOOD,QUEENS,JAMAICA AVE,11432,Caribbean
50058976,CHINA KING,MANHATTAN,3RD AVE,10010,Chinese
50061335,EL NUEVO HORNERO BAKERY & CAFE,QUEENS,ROOSEVELT AVE,11368,Bakery
50046201,DOUBLE HAPPY KITCHEN,QUEENS,JAMAICA AVE,11421,Chinese
50062880,ONE LENOX,MANHATTAN,1ST AVE,10065,American
50015375,BAGELS & BIALYS,BROOKLYN,QUENTIN RD,11229,Bagels/Pretzels
41709414,HEADLESS HORSEMAN,MANHATTAN,EAST   15 STREET,10003,French
40396020,LA CONTENTA OESTE,MANHATTAN,WEST   11 STREET,10011,Mexican
50055367,EL SABOR CARIBENO RESTAURANT,BROOKLYN,BROADWAY,11221,Spanish
50069376,Qingdao,QUEENS,MAIN ST,11354,Chinese
40396906,FLANNERY'S BAR,MANHATTAN,WEST   14 STREET,10011,American
50043434,RISE BAR,MANHATTAN,9TH AVE,10019,American
50016460,EL QUIJOTE,MANHATTAN,W 23RD ST,10011,Spanish
40367442,BUDDY'S WONDER BAR,STATEN ISLAND,HARRISON AVENUE,10302,American
41646525,CEETAY,BRONX,ALEXANDER AVENUE,10454,Japanese
41101600,EMPHASIS,BROOKLYN,4 AVENUE,11220,American
40825993,TRINIDAD GOLDEN PLACE,BROOKLYN,NOSTRAND AVENUE,11216,Caribbean
50040703,BEBE FRITAY,BROOKLYN,ROGERS AVE,11226,Creole
50038412,TWIN SISTER PAN,BROOKLYN,8TH AVE,11220,Chinese
50001966,CONTRA,MANHATTAN,ORCHARD ST,10002,American
40367752,GRIFFIS FACULTY CLUB,MANHATTAN,EAST   68 STREET,10065,American
40383281,GABY'S PIZZA,QUEENS,HILLSIDE AVENUE,11423,Pizza
41337492,ROSA'S PIZZA & PASTA,QUEENS,FRESH POND ROAD,11385,Pizza
50017603,SWEET GARDEN CHINESE TAKEOUT RESTAURANT,QUEENS,PARSONS BLVD,11366,Chinese
40949448,BRASSERIE 8 1/2,MANHATTAN,WEST   57 STREET,10019,French
50002113,THAI KITCHEN BY THE SEA,QUEENS,ROCKAWAY BEACH BLVD,11692,Thai
50018819,BRICOLAGE,BROOKLYN,5TH AVE,11217,Vietnamese/Cambodian/Malaysia
50001948,BLOOM'S TAVERN,MANHATTAN,EAST 58 STREET,10022,American
41489230,GRAND CENTRAL STAR CAFE,MANHATTAN,LEXINGTON AVENUE,10017,American
50045709,XI'AN FAMOUS FOOD,MANHATTAN,KENMARE ST,10012,Chinese
41225503,AMALI,MANHATTAN,EAST   60 STREET,10022,Mediterranean
41550609,DOUGHNUT PLANT,MANHATTAN,WEST   23 STREET,10011,Donuts
41137340,DILLINGERS PUB & GRILL,QUEENS,30 AVENUE,11103,American
41700146,XELA JU RESTAURANT,QUEENS,PARSONS BOULEVARD,11432,Spanish
41686535,NANKING,QUEENS,ROCKAWAY BOULEVARD,11420,Indian
50001255,THE MILLING ROOM,MANHATTAN,COLUMBUS AVE,10024,Italian
41261564,ALLURE,QUEENS,QUEENS BOULEVARD,11101,American
50057768,JOHNNY KAKS,MANHATTAN,ADAM CLAYTON POWELL JR BLVD,10030,Caribbean
41662783,EL TIPICO,BROOKLYN,FULTON STREET,11207,Spanish
41631713,NEW QQ CAFE AND BAKERY,QUEENS,MAIN ST,11355,Bakery
50059575,QIDU RESTAURANT,QUEENS,40TH RD,11354,Chinese
41211538,STK,MANHATTAN,LITTLE WEST   12 STREET,10014,American
50006045,DREAM CAFE,QUEENS,STEINWAY ST,11103,Middle Eastern
50013704,ACAPULCO BAR RESTAURANT,QUEENS,31ST AVE,11103,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
50041578,33,BROOKLYN,LAFAYETTE AVE,11217,American
41340129,TACOS EL PAISANITO RESTAURANT,BRONX,WEST FORDHAM ROAD,10468,Mexican
50047156,CAFE BARI,MANHATTAN,AVENUE OF THE AMERICAS,10018,Caf̩/Coffee/Tea
50044041,HYDRA LOUNGE,QUEENS,LIBERTY AVE,11417,American
40365627,JAHN'S RESTAURANT,QUEENS,37 AVENUE,11372,American
50033659,NEW CREAT TAYSTEE GARDENS,QUEENS,LEFFERTS BLVD,11415,Chinese
50051372,CARNEGIE CUP CAFE,MANHATTAN,PARK AVE,10128,Caf̩/Coffee/Tea
50059391,THIS IS A COFFEE SHOP,BROOKLYN,UTICA AVE,11213,Caf̩/Coffee/Tea
41128554,LA NONNA,MANHATTAN,MULBERRY STREET,10013,Italian
50078508,GITANO,MANHATTAN,VARICK ST,10013,American
41319232,SALUGGI'S,MANHATTAN,CHURCH STREET,10013,Italian
41672397,GREENWOOD PARK,BROOKLYN,7 AVENUE,11215,American
50018654,CHIKURIN,BROOKLYN,OCEAN AVE,11230,Japanese
41455865,FRANHILL DELI,QUEENS,HILLSIDE AVENUE,11423,Delicatessen
50086076,ARMANDO'S,BROOKLYN,NEW UTRECHT AVE,11219,Mexican
41528054,CRIF DOGS,BROOKLYN,DRIGGS AVENUE,11211,American
41579887,UPSTATE,MANHATTAN,1 AVENUE,10003,Seafood
41541049,CHINA DRAGON,QUEENS,37 STREET,11105,Chinese
41294692,J & J HOT FOOD AND SALAD,BROOKLYN,FORT HAMILTON PARKWAY,11219,Delicatessen
40395525,MCDONALD AVENUE DINER,BROOKLYN,MCDONALD AVENUE,11230,American
50044861,LAO JIE SPECIAL SOUP BUNS,QUEENS,38TH AVE,11354,Chinese
50058798,GOOD STOCK,MANHATTAN,CARMINE ST,10014,Soups
